genre,artist,album,song,lyrics
Hip-Hop,Keith Urban,Ripcord ,Sun Don't Let Me Down ,"Keith Urban, Mr. Worldwide
They say life is short
So, I'ma live it up
Tonight it's going down
'Til the sun comes up

2 a.m. and I'm about to lose my mind
The way she's moving that black dress
Like her hips are on fire
There in the headlights
Dancin' like she's in a movie scene
To die for and it's killin' me
Stars are out But they're fadin' fast
Gotta make it last
And I'm so close to heaven
So, just hold your light 
Cause I need the night

Sun don't let me down
She's almost in my arms right now
I know you gotta rise for the birds to sing
But I need the moonlight to do my thing
Sun don't let me down
Don't let me down

Hey, don't get me wrong
I like the way you shine
I know you love kissin' on her skin
But it's my turn tonight
Starin' at her lips
Playin' with my name
Whispering, ""Come to me""
She's pulling me in
Like I'm on a chain

Stars are out Yeah, they're in the sky
Like they're in her eyes
I think I found my heaven
But just have a heart
Stay where you are

Sun don't let me down
She's almost in my arms right now
I know you gotta rise for the birds to sing
But I need the moonlight to do my thing
Sun don't let me down
Don't let me down

Life is short so I'm livin' it up
Tonight it's goin' down, yeah, 'til the sun comes up
Then we do it all again, 'cause we ain't givin' a ""wha""
And all the women at the party givin' it up
Time is money and I ain't wastin' no time
So, fill my cup up with Voli, water and lime
Take a shot for the soldiers in the field
Thanks for the freedom and that's for real
Tonight we're getting hammered, banged-up and tanked
That means get off the chain, let loose and drank
Mommy wanna play the adult version of Truth-or-Dare
So, I took her to the back and pulled her hair, yeah

Sun don't let me down
She's almost in my arms right now
I know you gotta rise for the birds to sing
But I need the moonlight to do my thing
Sun don't let me down
Don't let me down

She's almost in my arms right now
I know you gotta rise for the birds to sing
But I need the moonlight to do my thing
Sun don't let me down, no, oh
Don't let me down
Don't let me down
Don't come around
Stay underground
No, no, don't let me down
"
Hip-Hop,Keith Urban,Ripcord ,Habit Of You ,"I’m no stranger to the love of a lowly vice
I drowned my liver and I gambled with my pride
I’ve had a bad case of addicted phases
Moving from one to another
But you got me changing my ways
I’m breaking all the habits I’ve made

I could make a habit of you
Waking up in my bed
Staying up till two
‘Cause you’re stuck in my head
It’s a symphony you sing to me
When you call out my name
I don’t know what else to do
But make a habit of you
Habit of you
Habit of you

Cut out the smokes and I stopped staying up all night
I quit checkin’ my phone and I'm savin’ my dimes
‘Cause it’s a wild thing but you got me jonesin’
Need another taste of you
I don’t think I could quit you now
You’re all that I can think about

I could make a habit of you
Waking up in my bed
Staying up till two
‘Cause you’re stuck in my head
It’s a symphony you sing to me
When you call out my name
I don’t know what else to do
But make a habit of you
Habit of you
Habit of you

Alive
Something ‘bout the look in your eyes
Can never get enough of this
High
Maybe I’m an addict but I just gotta have it
I just gotta have you
Oh, it’s chemical, it’s physical, it’s spiritual
It’s magical, it’s lyrical this high
Maybe I’m an addict but I just gotta have it
I just gotta have you

I could make a habit of you
Waking up in my bed
Staying up till two
‘Cause you’re stuck in my head
It’s a symphony you sing to me
When you call out my name
I don’t know what else to do
But make a habit of you
Habit of you
Habit of you

Habit of you"
Hip-Hop,Keith Urban,Ripcord ,"John Cougar, John Deere, John 3:16 ","I'm a 45 spinning on an old Victrola
I'm a two strike swinger, I'm a Pepsi Cola
I'm a blue jean quarterback saying ""I love you"" to the prom queen
In a Chevy
I'm John Wayne, Superman, California
I'm a Kris Kristofferson Sunday morning
I'm a mom and daddy singing along to Don McLean
At the levee

And I'm a child of a backseat freedom, baptized by rock and roll
Marilyn Monroe in the Garden of Eden, never grow up, never grow old
Just another rebel in the great wide open on the boulevard of broken dreams
And I learned everything I needed to know from John Cougar, John Deere, John 3: 16

Hey, hey
Everything I needed
That's right

I'm Mark Twain on the Mississippi
I'm Hemingway with a shot of whiskey
I'm a TV dinner on a tray trying to figure out the Wheel of Fortune
I'm a Texaco star, I'm a Gibson guitar
I'm still a teenage kid trying to go too far
I'm a jukebox waiting in a neon bar for a quarter

And I'm a child of a backseat freedom, baptized by rock and roll
Marilyn Monroe in the Garden of Eden, never grow up, never grow old
Just another rebel in the great wide open on the boulevard of broken dreams
And I learned everything I needed to know from John Cougar, John Deere, John 3: 16

I spent a lot of years running from believing, looking for another way to save my soul
The longer I live, the more I see it: there's only one way home

And I'm a child of a backseat freedom, baptized by rock and roll
Marilyn Monroe in the Garden of Eden, never grow up, never grow old
Just another rebel in the great wide open on the boulevard of broken dreams
And I learned everything I needed to know from John Cougar, John Deere, John 3: 16
And I'm a child of a backseat freedom, baptized by rock and roll
Marilyn Monroe in the Garden of Eden, never grow up, never grow old
Just another rebel in the great wide open on the boulevard of broken dreams
And I learned everything I needed to know from John Cougar, John Deere, John 3: 16

(John Cougar, John Deere, John 3: 16)
Everything I needed
(John Cougar, John Deere, John 3: 16)
Everything I needed
(John Cougar, John Deere, John 3: 16)
That's right"
Hip-Hop,Chris Stapleton ,Traveller ,Fire Away ,"[Verse 1]
Honey load up your questions
And pick up your sticks and your stones
And pretend I’m a shelter for heartaches that don’t have a home
Choose the words that cut like a razor
And all that I’ll say is

[Chorus]
Fire away
Take your best shot
Show me what you got
Honey, I’m not afraid
Rear back and take aim
And fire away

[Verse 2]
Well, I wish I could say
That I’ve never been here before
But you know and I know
That I’ll always come back for more
Your love might be my damnation
But I’ll cry to my grave

[Chorus] x2"
Hip-Hop,Chris Stapleton ,Traveller ,Traveller ,"I see the sunrise creeping in
Everything changes like the desert wind
Here she comes and then she's gone again

I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rolling till I'm in the dirt
‘Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you honey, I don't know
Where I'm going but I've got to go
‘Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
My heartbeat's rhythm is a lonesome sound
Just like the rubber turning on the ground
Always lost and nowhere bound
I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rolling till I'm in the dirt
‘Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you honey, I don't know
Where I'm going but I've got to go
‘Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
When I'm gone
Somebody else will have to feel this wrong
Somebody else will have to sing this song
Somebody else will have to sing along
Sing along

I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rolling till I'm in the dirt
‘Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you honey, I don't know
Where I'm going but I've got to go
‘Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller"
Hip-Hop,Chris Stapleton ,Traveller ,When the Stars Come Out ,"COUNTRY RAP POP ROCK LIT R&B; NEWS HISTORY SCREEN SPORTS LAW TECH X META

Genius

/beta

When The Stars Come OutChris Stapleton

I was looking for a change of scene
You were looking at a magazine
It was red carpets and limousines
And the grass seemed so much greener
All we wanted was to get there fast
So, we packed up everything we had
Running on hope and a tank of gas
Like dreams ain't just for dreamers
We couldn't wait to leave that life behind
Trying to find salvation in that city limit sign

And one of those LA nights
When the stars come out
Oh, the stars come out and shine
And they burn so bright
They drown the downtown lights
When the stars come out
Oh, when the stars come out

Everybody's, somebody, someday
Everybody's got a part to play
Everybody's trying to find a way
To say, what needs saying
Everybody's got a friend of a friend
Somebody that can get you in
Begging angels for a sin
In a game that we're all playing
You and I, we're gamblers holding cards that we can't see
And I'm betting on you, you're betting on me

Down on the freeway, the sun is out of sight
And I got a feeling tonight might be the night
Yeah, tonight might be the night"
Hip-Hop,Chris Stapleton ,Traveller ,Tennessee Whiskey ,"Used to spend my nights out in a barroom
Liquor was the only love I've known
But you rescued me from reachin' for the bottom
And brought me back from being too far gone

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

I've looked for love in all the same old places
Found the bottom of a bottle always dry
But when you poured out your heart I didn't waste it
‘Cause there's nothing like your love to get me high

You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time
{Break}
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
Honey, I stay stoned on your love all the time
You're as sweet as Tennessee whiskey
Tennessee Whiskey
Tennessee Whiskey
You're as sweet as Tennessee Whiskey
Tennessee whiskey
Tennessee whiskey"
Hip-Hop,Chris Stapleton ,Traveller ,Sometimes I Cry ,"There are days that I can walk around like I'm alright,
And I pretend to wear a smile on my face,
And I could keep the pain from comin' out of my eyes,
But sometimes, sometimes,

Sometimes I cry,
Cry,
Sometimes I cry,
When I can't do nothing else.

Everybody keeps tellin' me to move on,
Oh but I can't seem to go anywhere without you,
Cause ever since, and every single night you been gone,
Sometimes, sometimes,

Sometimes I cry,
Cry,
Sometimes I cry,
When I can't do nothing else

Sometimes I cry
Sometimes I cry
Sometimes I cry
When I can't do nothing else."
Hip-Hop,Chris Stapleton ,Traveller ,The Devil Named Music ,"[Verse 1]
We drove all night to Billings, Montana
Flew into Utah, slept there all day
I can’t remember stopping in Denver
Yeah, I live my illusion that somebody needs me to play

[Chorus 1]
Sometimes I’m drunk
Sometimes I’m stoned
And yes, I get tired of being alone
I miss my son
I miss my wife
But the devil named music is taking my life

[Verse 2]
Now I sold my soul a long time ago
I put it in a six string and a sad melody
And I’m sometimes a winner, most times a loser
If the crowd gets into it, it’ll all feel the same way to me

[Chorus 2]
Sometimes I’m drunk
Sometimes I’m stoned
And yes, I get tired of being alone
I miss my daughter
I miss my wife
But the devil named music is taking my life

[Chorus 1] + [Chorus 2]"
Hip-Hop,Chris Stapleton ,Traveller ,Was It 26 ,"[Verse 1]
Livin' hard was easy when I was young and bullet-proof
I had no chains to bind me, just a guitar and a roof
Emptied every bottle, when I poured I never missed
I had blood shot eyes at twenty-five or was it twenty-six
Didn't seem to matter what price I had to pay
Cause anything worth havin', I’d just lose anyway
Friends worried about me they’d asked if I was sick
Thought I wouldn’t die at twenty-five or was it twenty-six

[Chorus]
Those two years run together like whiskey over ice
Melted into memories like somebody else's life
I’m glad to say, I’ve come around
But if I could have one wish
I’d like another try at twenty-five
Or was it twenty-six

[Verse 2]
Met a girl from Georgia, smart and pretty, college grad
I thought my luck was changin' but then it all went bad
I guess I fell in love with her all it took was just one kiss
But then she said goodbye at twenty-five or was it twenty-six

[Chorus]

[Verse 3]
I've been down that road before almost as far as hell
Deception or redemption, I guess only time will tell
I have faith and the knowledge that God gave us a gift
I couldn't hide at twenty-five or was it twenty-six

[Chorus]"
Hip-Hop,Chris Stapleton ,Traveller ,Might As Well Get Stoned ,"[Verse 1]
Well, she said, she didn’t love me
And kicked me out the door
Now I’m livin’ in one room
And sleepin’ on the floor
Think I’m gonna kick my boots off
And put some music on
And since I’m all alone
I might as well get stoned

[Chorus]
I might as well get stoned
Get it off my mind
Ain’t got a thing to do
All I’ve got is time
The bottle’s all I’ve had to be a friend of mine
And since my whiskey’s gone
I might as well get stoned

[Verse 2]
Now every time I watch the TV
Another soldier dies
Another brother’s gone
Another mother cries
Now I know they’ve got a job to do
But if I had one wish
I wish they’d all come home
So, we could all get stoned

[Chorus]"
Hip-Hop,Chris Stapleton ,Traveller ,Daddy Doesn't Pray Anymore ,"[Chorus]
Daddy doesn’t pray anymore
I guess he’s finished talking to the Lord
He used to fold his hands and bow his head down to the floor
But daddy doesn’t pray anymore

[Verse 1]
I remember even when the times were bad
He thanked Jesus for everything he had
For a good wife and three children
And the food upon our plates
Yeah, everything was right when he said, grace

[Chorus]

[Verse 2]
There was a time when we didn’t get along
Cause I thought I was right and he was wrong
Still when I laid down at night
I’d hear him get down on his knees
And say a little prayer for me

[Chorus]

[Outro]
Today I followed daddy down to church
And listened to the preacher read God’s word
We sang his favorite hymn but daddy didn’t make a sound
This afternoon we’ll lay him in the ground
But daddy doesn’t pray anymore
I guess he’s finally walking with the Lord
He used to fold his hands and bow his head down to the floor
But daddy doesn’t pray anymore"
Hip-Hop,Chris Stapleton ,Traveller ,More Of You ,"[Verse 1]
When I think of you and the first time we met
And I heard the sound of your sweet gentle voice
My heart took me over and gave me no choice
And right then I knew

[Chorus]
It makes me want more of you
Again and again
I fall more in love with you
Than I’ve ever been
From the moment you wake me up
Till you kiss me goodnight
Everything that you do
It makes me want more of you

[Verse 2]
When I look at you now that years have gone by
I think of the memories that time can’t erase
And all of the smiles that you’ve brought to my face
You’re love’s been so true

[Chorus]

[Bridge]
When I leave this earth you’ll be holding my hand
And it gives me comfort to know you’ll be there
And I’ll thank the Lord for the love that we share
You’re heaven to me

[Chorus]

[Outro]
Everything that you do
It makes me want more of you"
Hip-Hop,Chris Stapleton ,Traveller ,Nobody To Blame ,"[Verse 1]
She took down the photograph
Of our wedding day
Ripped it down the middle
And threw my half away
And I got nobody to blame but me
I got nobody to blame but me
She broke all my fishing rods
Put my guns in hock
Threw my clothes out in the yard
And changed out all the locks
And I got nobody to blame but me
I got nobody to blame but me

[Chorus]
I know right where I went wrong
I know just what got her gone
Turned my life into this country song
And I got nobody to blame but me
I got nobody to blame but me

[Verse 2]
She fired up my old hot rod
Ran it in the pond
Put sugar in my John Deere
I can’t even mow my lawn
And I got nobody to blame but me
She built her a bonfire
With my old six string
Took all my good whiskey
And poured it down the drain
And I got nobody to blame but me
I got nobody to blame but me

[Chorus]"
Hip-Hop,Chris Stapleton ,Traveller ,Whiskey And You ,"[Verse 1]
There’s a bottle on the dresser by your ring
And it’s empty so right now I don’t feel a thing
And I’ll be hurting when I wake up on the floor
But I’ll be over it by noon
That’s the difference between whiskey and you
Come tomorrow, I can walk in any store
It ain’t a problem, they’ll always sell me more
But your forgiveness
Well, that’s something I can’t buy
There ain’t a thing that I can do
That’s the difference between whiskey and you

[Chorus]
One’s the devil, one keeps driving me insane
At times I wonder if they ain’t both the same
But one’s a liar that helps to hide me from my pain
And one’s the long gone bitter truth
That’s the difference between whiskey and you

[Verse 2]
I’ve got a problem but it ain’t like what you think
I drink because I’m lonesome and I’m lonesome ‘cause I drink
But if I don’t break down and bring it on myself
It’ll hit out of the blue
That’s the difference between whiskey and you

[Chorus]

[Outro]
Ah, that’s the difference between whiskey and you"
Hip-Hop,Chris Stapleton ,Traveller ,Parachute ,"[Verse 1]
Street lights along the highway
Throwing shadows in the dark
And the memories keep on turning
To the rhythm of a broken heart

[Chorus]
You only need a roof when it’s raining
You only need a fire when it’s cold
You only need a drink when the whiskey
Is the only thing you have left to hold
Sun comes up and goes back down
And falling feels like flying till you hit the ground
Say the word and I’ll be there for you
Baby, I will be your parachute

[Verse 2]
There’s a song that I remember
I never learned to play
And a lifetime of forgotten words
I never got to say

[Chorus]

[Bridge]
If you think you’re going down
Just know I will be around

[Chorus]"
Hip-Hop,Chris Stapleton ,Traveller ,Outlaw State of Mind ,"Cut my teeth on Daddy's old LGO
And I lost my mind somewhere in New Mexico
and TW put a snake on my back
I keep a red bar on my side
and its people all across the land
from East Kentucky downtown Alabam
whole lotta like I am all the time
in an outlaw state of mind
I got friends that know how to have a good time
yeah they roll their own and drink Carolina shine
I've seen the devil in a dark cole mine
I've been higher than a Georgia pine
and there's people all across the land from West Virginia to the Rio Grande
whole lotta like I am all the time all the time
I'm in an outlaw state of mind
and there's people all across the land
from New York to old pines friend just dont give a damn all the time
in an outlaw state of mind"
